Date,Strategy
2021-08-19,31964.270268965218
2021-08-20,32088.478345011452
2021-08-23,32626.820453796754
2021-08-24,32547.477081975274
2021-08-25,32474.25695764893
2021-08-26,32391.934839960304
2021-08-27,32549.313334811708
2021-08-30,32651.52112089713
2021-08-31,32564.823647184297
2021-09-01,32574.87720519423
2021-09-02,32765.67812288283
2021-09-03,32648.904802705336
2021-09-07,32469.94139141019
2021-09-08,32549.100583223626
2021-09-09,32550.604361215937
2021-09-10,32280.272190114247
2021-09-13,32325.597466546038
2021-09-14,32281.22555816578
2021-09-15,32740.728628161778
2021-09-16,32528.332307063487
2021-09-17,32440.537329756877
2021-09-20,32263.024665726905
2021-09-21,32389.490094153898
2021-09-22,32430.918957543494
2021-09-23,32248.802367760287
2021-09-24,32205.53322477001
2021-09-27,32059.927198548627
2021-09-28,31520.339386631407
2021-09-29,31762.649582911723
2021-09-30,31998.224652240424
2021-10-01,32170.046516393675
2021-10-04,32096.410758890233
2021-10-05,32092.05286933316
2021-10-06,32234.382212153367
2021-10-07,32180.50070910291
2021-10-08,32143.11824623198
2021-10-11,32061.483890704294
2021-10-12,32183.841156541715
2021-10-13,32602.545081232
2021-10-14,32850.16212317592
2021-10-15,32887.223791529526
2021-10-18,32766.218398231857
2021-10-19,32777.6298618174
2021-10-20,32890.74112940534
2021-10-21,32993.884196246676
2021-10-22,33194.92657269752
2021-10-25,33325.75471189389
2021-10-26,33487.177167965616
2021-10-27,33567.32547762429
2021-10-28,33745.41145779964
2021-10-29,33902.29930960761
2021-11-01,33907.96222394802
2021-11-02,34013.04058953364
